phase,step,update,t,env_id,px_x,dist,a_x,a_y,a_w,reward,done,success,fail,timeout,robot_x,robot_y,head_yaw,target_x,target_y
offline_val,5816320,710,4,2,150.3793,5.7971,1.0000,0.4039,-0.3484,0.0931,0,0,0,0,0.2034,0.0748,-0.1096,5.7833,-2.2165
offline_val,5816320,710,4,3,108.7413,3.4105,1.0000,0.7288,0.0705,0.0966,0,0,0,0,0.1965,0.1563,0.0446,3.5998,0.3914
offline_val,5816320,710,4,4,110.2024,4.4877,1.0000,0.6067,-0.0710,0.0346,0,0,0,0,0.2015,0.1162,-0.0273,4.6893,0.0542
offline_val,5816320,710,4,5,40.7288,2.5828,0.6210,0.7048,0.4862,0.2137,0,0,0,0,0.0834,0.1269,0.1443,2.4410,1.8632
offline_val,5816320,710,4,6,76.0545,4.2524,1.0000,0.8197,0.3238,0.1494,0,0,0,0,0.1905,0.1842,0.1235,4.2694,1.8444
offline_val,5816320,710,4,7,50.8130,5.3184,1.0000,0.8735,0.4153,0.1507,0,0,0,0,0.1879,0.1899,0.1520,5.0759,3.4050
offline_val,5816320,710,4,8,108.6870,3.7188,1.0000,0.6533,-0.0396,0.0528,0,0,0,0,0.1979,0.1433,0.0240,3.9134,0.3248
offline_val,5816320,710,4,9,139.3732,5.3995,1.0000,0.4550,-0.2853,0.0826,0,0,0,0,0.2034,0.0781,-0.0995,5.4662,-1.5599
offline_val,5816320,710,4,10,129.1727,2.2371,1.0000,0.6473,-0.2098,0.0235,0,0,0,0,0.2034,0.1230,-0.0668,2.4163,-0.3135
offline_val,5816320,710,4,11,107.7796,5.1050,1.0000,0.5533,-0.0932,0.0214,0,0,0,0,0.2016,0.1058,-0.0355,5.3091,0.0860
offline_val,5816320,710,4,12,107.0155,4.3793,1.0000,0.6439,0.0036,0.0605,0,0,0,0,0.1998,0.1279,0.0033,4.5786,0.3061
offline_val,5816320,710,4,13,76.3944,5.2787,1.0000,0.7428,0.2464,0.1150,0,0,0,0,0.1933,0.1664,0.0959,5.3129,2.0736
offline_val,5816320,710,4,14,103.0438,4.5343,1.0000,0.6398,0.0151,0.0615,0,0,0,0,0.1998,0.1268,0.0049,4.7325,0.4533
offline_val,5816320,710,4,15,168.7692,2.6710,1.0000,0.5867,-0.2896,0.0425,0,0,0,0,0.2043,0.1066,-0.0953,2.7551,-1.2785
offline_val,5816320,710,4,16,128.8048,5.3727,1.0000,0.4433,-0.2825,0.0904,0,0,0,0,0.2030,0.0803,-0.0903,5.4929,-1.0777
offline_val,5816320,710,4,17,61.5126,4.0749,1.0000,0.8692,0.4166,0.1738,0,0,0,0,0.1881,0.1884,0.1512,3.9842,2.3261
offline_val,5816320,710,4,18,133.8984,4.0172,1.0000,0.5025,-0.2673,0.0746,0,0,0,0,0.2032,0.0947,-0.0841,4.1509,-0.8995
offline_val,5816320,710,4,19,67.8613,5.9806,1.0000,0.7127,0.2235,0.0983,0,0,0,0,0.1942,0.1586,0.0866,5.9813,2.6461
offline_val,5816320,710,4,20,26.0879,1.6372,0.0497,0.4702,0.3731,0.2044,0,0,0,0,0.0087,0.0811,0.1151,1.5140,1.3159
offline_val,5816320,710,4,21,144.1940,2.5010,1.0000,0.6083,-0.2571,0.0384,0,0,0,0,0.2037,0.1146,-0.0809,2.6479,-0.6887
offline_val,5816320,710,4,22,15.6643,4.4131,0.8736,0.6971,0.4967,0.1840,0,0,0,0,0.0557,0.0870,0.1231,4.0442,3.7900
offline_val,5816320,710,4,23,106.7929,2.1700,0.9081,0.6933,-0.1246,0.0494,0,0,0,0,0.1903,0.1375,-0.0308,2.3618,0.1552
offline_val,5816320,710,4,24,189.5681,5.9474,1.0000,0.3994,-0.4123,0.0896,0,0,0,0,0.2037,0.0701,-0.1318,5.6455,-4.1376
offline_val,5816320,710,4,25,102.6671,4.4164,1.0000,0.6692,0.0570,0.0766,0,0,0,0,0.1979,0.1398,0.0302,4.6029,0.5819
offline_val,5816320,710,4,26,136.7734,3.9128,1.0000,0.5220,-0.2669,0.0709,0,0,0,0,0.2031,0.0991,-0.0792,4.0462,-0.9342
offline_val,5816320,710,4,27,163.0161,4.7503,1.0000,0.4589,-0.3396,0.0829,0,0,0,0,0.2038,0.0815,-0.1113,4.7230,-2.2506
offline_val,5816320,710,4,28,121.6674,5.5276,1.0000,0.4467,-0.2554,0.0885,0,0,0,0,0.2027,0.0853,-0.0766,5.6835,-0.7372
offline_val,5816320,710,4,29,115.5826,4.3819,1.0000,0.5391,-0.1771,0.0600,0,0,0,0,0.2027,0.0986,-0.0618,4.5690,-0.2896
offline_val,5816320,710,4,30,67.6555,4.3031,1.0000,0.9041,0.4386,0.1808,0,0,0,0,0.1889,0.1896,0.1430,4.2444,2.2178
offline_val,5816320,710,4,31,187.6198,4.2220,1.0000,0.4482,-0.3994,0.0949,0,0,0,0,0.2041,0.0810,-0.1253,4.0942,-2.8199
offline_val,5816320,710,5,0,135.0879,2.6120,1.0000,0.5785,-0.2688,0.0530,0,0,0,0,0.2447,0.1374,-0.0874,2.8073,-0.5407
offline_val,5816320,710,5,1,174.1278,3.5437,1.0000,0.5228,-0.3305,0.0702,0,0,0,0,0.2462,0.1103,-0.1288,3.5486,-1.9807
offline_val,5816320,710,5,2,147.8690,5.7926,1.0000,0.4043,-0.3484,0.0950,0,0,0,0,0.2449,0.0865,-0.1315,5.7833,-2.2165
offline_val,5816320,710,5,3,110.1859,3.3706,1.0000,0.7223,0.0404,0.0877,0,0,0,0,0.2352,0.1869,0.0471,3.5998,0.3914
offline_val,5816320,710,5,4,110.2251,4.4475,1.0000,0.5997,-0.0812,0.0312,0,0,0,0,0.2422,0.1391,-0.0324,4.6893,0.0542
offline_val,5816320,710,5,5,46.4583,2.5930,0.7133,0.7487,0.4696,0.2090,0,0,0,0,0.1073,0.1606,0.1738,2.4410,1.8632
offline_val,5816320,710,5,6,79.7012,4.2345,1.0000,0.8308,0.3289,0.1538,0,0,0,0,0.2261,0.2221,0.1441,4.2694,1.8444
offline_val,5816320,710,5,7,54.8157,5.3317,1.0000,0.8317,0.3616,0.1368,0,0,0,0,0.2224,0.2288,0.1747,5.0759,3.4050
offline_val,5816320,710,5,8,109.6695,3.6789,1.0000,0.6781,0.0041,0.0693,0,0,0,0,0.2372,0.1714,0.0243,3.9134,0.3248
offline_val,5816320,710,5,9,137.3514,5.3800,1.0000,0.4341,-0.3048,0.0903,0,0,0,0,0.2449,0.0914,-0.1186,5.4662,-1.5599
offline_val,5816320,710,5,10,129.2055,2.2012,1.0000,0.6449,-0.2162,0.0246,0,0,0,0,0.2450,0.1460,-0.0804,2.4163,-0.3135
