phase,step,update,t,env_id,px_x,dist,end_d,end_x,a_x,a_y,a_w,reward,done,success,fail,timeout,robot_x,robot_y,head_yaw,target_x,target_y
offline_val,19255552,600,2,13,143.3392,3.4383,1.5000,0.0000,0.2670,-0.0193,-0.2087,0.0049,0,0,0,0,0.0300,-0.0026,-0.0389,3.4343,-0.9429
offline_val,19255552,600,2,14,150.4147,2.0687,1.5000,0.0000,0.2298,-0.0283,-0.1280,0.0023,0,0,0,0,0.0246,-0.0034,-0.0234,2.0787,-0.6470
offline_val,19255552,600,2,15,134.3530,6.0552,1.5000,0.0000,-0.1130,0.0024,-0.0811,-0.0010,0,0,0,0,-0.0138,0.0004,-0.0163,6.0240,-1.1124
offline_val,19255552,600,2,16,42.6793,5.2821,1.5000,0.0000,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,0.0000,0.0000,0.0000,5.2821,2.7432
offline_val,19255552,600,2,17,-1.0000,0.0000,1.5000,0.0000,-0.0681,-0.0250,-0.0082,-0.0002,0,0,0,0,-0.0082,-0.0030,-0.0010,4.2430,-3.9391
offline_val,19255552,600,2,18,69.8138,3.0462,1.5000,0.0000,0.0748,-0.0041,0.1121,0.0009,0,0,0,0,0.0095,-0.0004,0.0204,3.0354,1.0244
offline_val,19255552,600,2,19,169.9323,2.2277,1.5000,0.0000,-0.1338,0.0067,-0.0454,-0.0014,0,0,0,0,-0.0158,0.0009,-0.0094,2.2028,-0.9869
offline_val,19255552,600,2,20,-1.0000,0.0000,1.5000,0.0000,-0.0801,-0.0260,-0.0109,-0.0002,0,0,0,0,-0.0093,-0.0031,-0.0016,4.3867,-4.2598
offline_val,19255552,600,2,21,114.3928,4.0693,1.5000,0.0000,0.1487,-0.0060,-0.0718,0.0004,0,0,0,0,0.0183,-0.0008,-0.0157,4.0860,-0.1378
offline_val,19255552,600,2,22,136.1980,3.2013,1.5000,0.0000,0.4140,-0.0281,-0.1542,0.0039,0,0,0,0,0.0453,-0.0037,-0.0304,3.2275,-0.6812
offline_val,19255552,600,2,23,-1.0000,0.0000,1.5000,0.0000,0.1005,-0.0062,-0.1785,0.0013,0,0,0,0,0.0132,-0.0010,-0.0248,3.7125,-3.2878
offline_val,19255552,600,2,24,90.4422,3.0451,1.5000,0.0000,-0.0902,0.0111,-0.0084,-0.0035,0,0,0,0,-0.0108,0.0013,-0.0018,3.0352,0.4877
offline_val,19255552,600,2,25,200.1040,5.1544,1.5000,0.0000,-0.0213,-0.0175,-0.1256,0.0005,0,0,0,0,-0.0024,-0.0022,-0.0242,5.0680,-3.5284
offline_val,19255552,600,2,26,50.8010,4.5603,1.5000,0.0000,0.0097,-0.0068,0.1915,0.0025,0,0,0,0,0.0015,-0.0008,0.0341,4.4878,2.2444
offline_val,19255552,600,2,27,167.0714,2.6212,1.5000,0.0000,-0.0397,-0.0094,0.1719,-0.0090,0,0,0,0,-0.0049,-0.0012,0.0314,2.6490,-0.9999
offline_val,19255552,600,2,28,28.7705,2.5731,1.5000,0.0000,0.0465,-0.0097,0.1214,0.0017,0,0,0,0,0.0054,-0.0011,0.0231,2.5407,1.6624
offline_val,19255552,600,2,29,131.1669,2.4729,1.5000,0.0000,-0.1239,0.0002,-0.0797,-0.0006,0,0,0,0,-0.0147,0.0003,-0.0167,2.4519,-0.3960
offline_val,19255552,600,2,30,30.4499,2.0611,1.5000,0.0000,-0.0331,-0.0147,0.1333,0.0025,0,0,0,0,-0.0040,-0.0018,0.0256,2.0242,1.3099
offline_val,19255552,600,2,31,66.0554,5.3643,1.5000,0.0000,0.0000,0.0000,0.0000,-0.0030,0,0,0,0,0.0000,0.0000,0.0000,5.3643,1.8465
offline_val,19255552,600,3,0,201.6165,5.1800,1.5000,0.0000,0.0194,-0.0067,-0.1358,0.0008,0,0,0,0,0.0044,-0.0012,-0.0388,5.0457,-3.6771
offline_val,19255552,600,3,1,-1.0000,0.0000,1.5000,0.0000,0.0076,-0.0152,-0.0942,0.0009,0,0,0,0,0.0008,-0.0019,-0.0261,2.8622,2.7699
offline_val,19255552,600,3,2,155.2893,5.3832,1.5000,0.0000,0.1166,-0.0102,-0.0848,-0.0002,0,0,0,0,0.0179,-0.0017,-0.0220,5.3614,-1.8656
offline_val,19255552,600,3,3,71.3267,1.9387,1.5000,0.0000,0.0824,-0.0035,0.1401,0.0021,0,0,0,0,0.0135,-0.0005,0.0269,1.9356,0.6421
offline_val,19255552,600,3,4,2.1044,4.9005,1.5000,0.0000,0.0163,-0.0122,-0.1253,-0.0069,0,0,0,0,0.0010,-0.0022,-0.0284,5.0141,3.8918
offline_val,19255552,600,3,5,186.5240,3.6094,1.5000,0.0000,-0.0446,-0.0169,-0.1008,0.0004,0,0,0,0,-0.0088,-0.0026,-0.0271,3.5448,-2.1148
offline_val,19255552,600,3,6,6.5392,2.6465,1.5000,0.0000,0.0263,-0.0129,0.1841,0.0051,0,0,0,0,0.0041,-0.0021,0.0430,2.5583,2.2007
offline_val,19255552,600,3,7,198.9109,5.4774,1.5000,0.0000,0.0661,-0.0095,-0.1945,0.0021,0,0,0,0,0.0078,-0.0015,-0.0537,5.2858,-3.8570
offline_val,19255552,600,3,8,97.0161,5.6000,1.5000,0.0000,0.1590,-0.0059,-0.0840,-0.0051,0,0,0,0,0.0250,-0.0011,-0.0235,5.6382,0.4957
offline_val,19255552,600,3,9,143.7663,6.0589,1.5000,0.0000,0.0403,-0.0027,-0.1211,0.0006,0,0,0,0,0.0069,-0.0005,-0.0278,6.0234,-1.6103
offline_val,19255552,600,3,10,70.2556,2.1007,1.5000,0.0000,0.1468,0.0030,0.1742,0.0035,0,0,0,0,0.0217,0.0009,0.0446,2.0910,0.7508
offline_val,19255552,600,3,11,17.7324,2.4542,1.5000,0.0000,0.0182,-0.0101,0.2194,0.0063,0,0,0,0,0.0031,-0.0015,0.0570,2.3546,1.8688
offline_val,19255552,600,3,12,57.1314,4.2067,1.5000,0.0000,0.0763,-0.0055,0.0744,-0.0006,0,0,0,0,0.0123,-0.0008,0.0193,4.1848,1.8095
offline_val,19255552,600,3,13,141.5835,3.4369,1.5000,0.0000,0.2892,-0.0206,-0.2073,0.0050,0,0,0,0,0.0415,-0.0039,-0.0519,3.4343,-0.9429
