phase,step,update,t,env_id,px_x,dist,a_x,a_y,a_w,reward,done,success,fail,timeout,robot_x,robot_y,head_yaw,target_x,target_y
offline_val,4669440,570,242,14,96.2698,1.5095,0.0393,-0.0583,-0.0220,-0.0115,0,0,0,0,3.8447,-1.2390,-0.3216,5.3330,-1.5473
offline_val,4669440,570,242,15,114.4597,1.7455,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,1.4765,0.7885,0.7547,2.7701,1.9609
offline_val,4669440,570,242,17,89.9908,1.4613,0.0536,-0.0417,0.0602,-0.0087,0,0,0,0,4.8799,0.5739,0.0371,6.3312,0.8688
offline_val,4669440,570,242,19,95.5771,1.4925,0.0387,-0.0550,-0.0046,-0.0114,0,0,0,0,4.2816,-1.5149,-0.3812,5.7353,-1.8997
offline_val,4669440,570,242,23,88.0691,1.5906,0.0818,-0.0428,0.0422,-0.0088,0,0,0,0,4.2236,-2.8188,-0.6620,5.6536,-3.5717
offline_val,4669440,570,242,24,102.2459,1.6081,0.0000,0.0000,0.0000,0.2400,0,0,0,0,2.4749,0.1928,0.2528,4.0024,0.7088
offline_val,4669440,570,242,30,93.7843,1.5136,0.0501,-0.0517,0.0083,-0.0103,0,0,0,0,4.7458,1.5304,0.1964,6.1899,2.0283
offline_val,4669440,570,242,31,100.8054,1.7932,0.0551,-0.0500,0.0150,-0.0098,0,0,0,0,1.5267,-1.6638,-0.7141,2.9803,-2.7246
offline_val,4669440,570,243,0,88.9509,1.4765,0.0583,-0.0502,0.0128,-0.0108,0,0,0,0,4.9534,0.0247,-0.1222,6.4500,0.0978
offline_val,4669440,570,243,1,110.7886,1.7019,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,2.4278,1.2649,0.6096,3.8143,2.2520
offline_val,4669440,570,243,2,96.2610,1.5286,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,4.3707,1.7905,0.2654,5.7985,2.3655
offline_val,4669440,570,243,3,115.4178,1.7260,0.0206,-0.0442,0.0615,-0.0115,0,0,0,0,1.2816,0.4143,0.6401,2.6923,1.4098
